,locusId,type,scaffoldId,begin,end,length,strand,desc,GC,nTA,pval_raw_rep1,pval_corrected_rep1,n_inserts_rep1,pval_raw_rep2,pval_corrected_rep2,n_inserts_rep2,essentiality
1350,HNEAP_RS06770,1,NC_013422.1,1462466,1462735,269,-,hypothetical protein,0.4963,6,0.988219221,2379.631884,18,0.991251707,2386.93411,18,nonessential
1351,HNEAP_RS06775,1,NC_013422.1,1462878,1464254,1376,-,dihydroorotase,0.5839,21,3.64E-23,8.77E-20,1,3.48E-24,8.37E-21,0,essential
1352,HNEAP_RS06780,1,NC_013422.1,1464251,1465252,1001,-,aspartate carbamoyltransferase catalytic subunit,0.5629,17,1.05E-16,2.53E-13,1,9.92E-14,2.39E-10,3,essential
1353,HNEAP_RS06785,1,NC_013422.1,1465252,1465776,524,-,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase,0.5486,11,0.312712323,753.0112741,18,0.453055371,1090.957333,19,nonessential
1354,HNEAP_RS06790,1,NC_013422.1,1465779,1466276,497,-,Holliday junction resolvase RuvX,0.5522,7,1.63E-05,0.039309609,4,2.68E-05,0.064616446,4,ambiguous
1355,HNEAP_RS06795,1,NC_013422.1,1466294,1466944,650,-,YqgE/AlgH family protein,0.5407,12,0.872521524,2101.03183,31,0.953114803,2295.100447,33,nonessential
1356,GFF1357,7,NC_013422.1,1467103,1468206,1103,-,hypothetical protein,0.6123,14,0.999686842,2407.245916,67,0.997606553,2402.236579,61,nonessential
1357,HNEAP_RS06805,1,NC_013422.1,1468270,1469511,1241,+,hypothetical protein,0.5588,23,0.999999589,2407.999011,86,0.99999922,2407.998122,83,nonessential
1358,HNEAP_RS06810,1,NC_013422.1,1469513,1470373,860,+,iron ABC transporter ATP-binding protein,0.5412,15,0.668469691,1609.675016,36,0.732034371,1762.738765,36,nonessential
1359,HNEAP_RS06815,1,NC_013422.1,1470373,1471377,1004,+,MCE family protein,0.5005,26,0.889899495,2142.877984,47,0.868353977,2090.996377,45,nonessential
1360,HNEAP_RS06820,1,NC_013422.1,1471403,1472059,656,+,hypothetical protein,0.5266,11,1,2407.999999,62,1,2408,61,nonessential
1361,HNEAP_RS06825,1,NC_013422.1,1472317,1473726,1409,+,RNA helicase,0.6035,19,0.999796092,2407.50899,83,0.999686877,2407.245999,80,nonessential
1362,HNEAP_RS06830,1,NC_013422.1,1473952,1476351,2399,-,phosphoenolpyruvate synthase,0.5654,45,0.999846703,2407.630861,131,0.999806333,2407.53365,127,nonessential
1363,HNEAP_RS06835,1,NC_013422.1,1476675,1477490,815,+,septum site-determining protein MinD,0.5343,11,0.007088176,17.06832783,19,0.003279676,7.897460468,17,nonessential
1364,HNEAP_RS06840,1,NC_013422.1,1477493,1477759,266,+,cell division topological specificity factor MinE,0.5019,7,2.10E-05,0.050498325,0,2.92E-05,0.070263634,0,ambiguous
1365,HNEAP_RS06845,1,NC_013422.1,1477905,1478453,548,+,hypothetical protein,0.5811,8,0.925644581,2228.952152,28,0.779656477,1877.412798,24,nonessential
1366,HNEAP_RS06850,1,NC_013422.1,1478456,1478929,473,+,hypothetical protein,0.5527,10,0.984889615,2371.614194,28,0.953632951,2296.348146,25,nonessential
1367,HNEAP_RS06855,1,NC_013422.1,1478933,1479355,422,+,RNA-binding S4 domain-containing protein,0.5508,9,0.919449187,2214.033643,22,0.904209761,2177.337104,21,nonessential
1368,HNEAP_RS06860,1,NC_013422.1,1479517,1479996,479,+,type II 3-dehydroquinate dehydratase,0.5563,13,2.94E-05,0.070845588,4,4.73E-05,0.113912682,4,nonessential
1369,HNEAP_RS06865,1,NC_013422.1,1480040,1480492,452,+,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,0.5143,6,1.12E-08,2.70E-05,0,1.97E-08,4.74E-05,0,essential
1370,HNEAP_RS06870,1,NC_013422.1,1480519,1481862,1343,+,acetyl-CoA carboxylase biotin carboxylase subunit,0.5476,27,2.40E-24,5.77E-21,0,1.27E-23,3.06E-20,0,essential
1371,HNEAP_RS06875,1,NC_013422.1,1481862,1482773,911,+,50S ribosomal protein L11 methyltransferase,0.5537,13,0.093337308,224.7562369,28,0.169078071,407.1399959,29,nonessential
1372,HNEAP_RS06880,1,NC_013422.1,1482893,1483612,719,+,cupin,0.5306,16,0.084959401,204.5822372,21,0.050546101,121.715012,19,nonessential
1373,HNEAP_RS06885,1,NC_013422.1,1483635,1484243,608,+,nitroreductase family protein,0.5271,11,0.050089237,120.6148827,16,0.023881709,57.50715497,14,nonessential
1374,HNEAP_RS06890,1,NC_013422.1,1484312,1485316,1004,+,NAD(P)-dependent alcohol dehydrogenase,0.5463,23,0.300359762,723.2663077,36,0.30928365,744.7550299,35,nonessential
1375,HNEAP_RS06895,1,NC_013422.1,1485437,1485658,221,+,hypothetical protein,0.6126,4,0.618161706,1488.533388,9,0.653290143,1573.122665,9,nonessential
1376,HNEAP_RS06900,1,NC_013422.1,1485655,1488513,2858,-,valine--tRNA ligase,0.5614,55,5.42E-51,1.30E-47,0,1.88E-49,4.54E-46,0,essential
1377,HNEAP_RS06905,1,NC_013422.1,1488562,1489005,443,-,DNA polymerase III subunit chi,0.5473,7,0.507042799,1220.95906,17,0.651816086,1569.573134,18,nonessential
1378,HNEAP_RS06910,1,NC_013422.1,1489139,1490101,962,+,lysylphosphatidylglycerol synthetase family protein,0.5618,31,7.62E-11,1.84E-07,6,1.01E-07,0.000242125,10,essential
1379,HNEAP_RS06915,1,NC_013422.1,1490157,1490465,308,+,antibiotic biosynthesis monooxygenase,0.5307,8,0.932075111,2244.436868,17,0.945974789,2277.907292,17,nonessential
1380,HNEAP_RS06920,1,NC_013422.1,1490562,1491014,452,-,50S ribosomal protein L9,0.5011,10,0.000919614,2.214429907,6,0.000420989,1.013740906,5,nonessential
1381,HNEAP_RS06925,1,NC_013422.1,1491042,1491266,224,-,30S ribosomal protein S18,0.52,5,0.602180989,1450.051821,9,0.135534863,326.3679497,5,nonessential
1382,HNEAP_RS06930,1,NC_013422.1,1491297,1491725,428,-,30S ribosomal protein S6,0.5524,6,2.97E-08,7.15E-05,0,5.05E-08,0.000121579,0,essential
1383,HNEAP_RS06935,1,NC_013422.1,1491950,1492342,392,-,holo-ACP synthase,0.5496,9,0.089312447,215.0643715,10,0.015574165,37.50258972,7,nonessential
1384,HNEAP_RS06940,1,NC_013422.1,1492351,1493103,752,-,pyridoxine 5'-phosphate synthase,0.5618,11,1.91E-12,4.59E-09,1,4.70E-12,1.13E-08,1,essential
1385,HNEAP_RS06945,1,NC_013422.1,1493183,1493908,725,-,DNA repair protein RecO,0.5675,13,0.638418351,1537.31139,30,0.630769719,1518.893483,29,nonessential
1386,HNEAP_RS06950,1,NC_013422.1,1493936,1494862,926,-,GTPase Era,0.5394,12,3.99E-14,9.60E-11,2,1.18E-13,2.85E-10,2,essential
1387,HNEAP_RS06955,1,NC_013422.1,1494863,1495594,731,-,ribonuclease III,0.5587,9,0.105235546,253.4071953,22,0.026121544,62.90067707,18,nonessential
1388,HNEAP_RS06960,1,NC_013422.1,1495581,1495961,380,-,DUF4845 domain-containing protein,0.4541,13,0.351453173,846.2992399,13,0.396397859,954.5260436,13,nonessential
1389,HNEAP_RS06965,1,NC_013422.1,1496002,1496802,800,-,signal peptidase I,0.4906,31,8.51E-15,2.05E-11,0,2.30E-14,5.53E-11,0,essential
1390,HNEAP_RS06970,1,NC_013422.1,1496873,1498681,1808,-,elongation factor 4,0.5274,45,0.002435785,5.865370478,49,0.00011415,0.274872944,41,nonessential
1391,HNEAP_RS06975,1,NC_013422.1,1498865,1500346,1481,-,protease Do,0.554,24,0.9990969,2405.825336,83,0.999429227,2406.625579,82,nonessential
1392,HNEAP_RS06980,1,NC_013422.1,1500343,1501656,1313,-,homoserine dehydrogenase,0.5647,27,8.07E-24,1.94E-20,0,4.12E-23,9.93E-20,0,essential
1393,HNEAP_RS06985,1,NC_013422.1,1501689,1502915,1226,-,alanine transaminase,0.5542,30,3.65E-19,8.79E-16,2,1.57E-18,3.79E-15,2,essential
1394,HNEAP_RS06990,1,NC_013422.1,1503142,1504329,1187,-,threonine synthase,0.5614,16,1.33E-21,3.20E-18,0,5.80E-21,1.40E-17,0,essential
1395,HNEAP_RS06995,1,NC_013422.1,1504460,1505227,767,-,5'-methylthioadenosine phosphorylase,0.569,18,0.983630628,2368.582553,42,0.984185417,2369.918484,41,nonessential
1396,HNEAP_RS07000,1,NC_013422.1,1505231,1505818,587,-,hypoxanthine-guanine phosphoribosyltransferase,0.5714,6,0.688287595,1657.396528,25,0.739928474,1781.747766,25,nonessential
1397,HNEAP_RS07005,1,NC_013422.1,1505825,1506913,1088,-,beta-N-acetylhexosaminidase,0.5813,15,0.529224216,1274.371912,43,0.485611987,1169.353665,41,nonessential
1398,HNEAP_RS07010,1,NC_013422.1,1507260,1508012,752,-,dienelactone hydrolase family protein,0.5671,11,0.996999576,2400.77498,45,0.99534352,2396.787195,43,nonessential
1399,HNEAP_RS07015,1,NC_013422.1,1508242,1508451,209,-,hypothetical protein,0.5286,3,0.681289556,1640.54525,9,0.713337183,1717.715936,9,nonessential
1400,HNEAP_RS07020,1,NC_013422.1,1508769,1509065,296,-,DUF1840 domain-containing protein,0.5455,7,0.991947235,2388.608941,20,0.978164757,2355.420734,18,nonessential
1401,HNEAP_RS07025,1,NC_013422.1,1509151,1511634,2483,-,plasma-membrane proton-efflux P-type ATPase,0.5568,39,0.999999999,2407.999997,161,0.999999633,2407.999117,146,nonessential
1402,HNEAP_RS07030,1,NC_013422.1,1511876,1512670,794,-,hypothetical protein,0.5824,7,0.999999943,2407.999863,64,0.999999795,2407.999507,61,nonessential
1403,HNEAP_RS07035,1,NC_013422.1,1512690,1513955,1265,-,hypothetical protein,0.5687,20,1.05E-05,0.025217296,23,1.93E-06,0.004656969,20,essential
1404,HNEAP_RS07040,1,NC_013422.1,1514034,1514414,380,+,ModE family transcriptional regulator,0.5669,7,0.351453173,846.2992399,13,0.294951618,710.243495,12,nonessential
1405,HNEAP_RS07045,1,NC_013422.1,1514634,1515293,659,+,DUF455 domain-containing protein,0.6,15,1,2407.999999,62,0.999999991,2407.999979,57,nonessential
1406,HNEAP_RS07050,1,NC_013422.1,1515438,1518029,2591,+,hypothetical protein,0.5779,47,0.999999999,2407.999999,168,1,2407.999999,165,nonessential
1407,HNEAP_RS07055,5,NC_013422.1,1518125,1518200,75,+,tRNA-Thr,0.5526,4,0.999992401,2407.981701,12,0.99997119,2407.930626,11,nonessential
1408,HNEAP_RS12260,1,NC_013422.1,1518467,1519006,539,-,DUF2237 domain-containing protein,0.5704,10,0.999965035,2407.915805,41,0.999982483,2407.95782,41,nonessential
1409,HNEAP_RS07065,1,NC_013422.1,1518999,1519553,554,-,glutathione peroxidase,0.5423,12,0.640129483,1541.431796,23,0.693584665,1670.151874,23,nonessential
1410,HNEAP_RS07070,1,NC_013422.1,1519717,1521162,1445,-,DNA polymerase III subunit epsilon,0.5906,20,1,2408,112,1,2408,114,nonessential
1411,HNEAP_RS07075,1,NC_013422.1,1521159,1522502,1343,-,DASH family cryptochrome,0.5908,29,0.999999998,2407.999996,100,0.999999994,2407.999987,96,nonessential
1412,HNEAP_RS07080,1,NC_013422.1,1522511,1523053,542,-,NADH:ubiquinone oxidoreductase complex I intermediate-associated protein 30,0.5764,13,0.98884433,2381.137147,32,0.979775729,2359.299955,30,nonessential
1413,HNEAP_RS07085,1,NC_013422.1,1523058,1523876,818,-,MipA/OmpV family protein,0.5726,26,0.999994039,2407.985647,59,0.99999944,2407.998653,61,nonessential
1414,HNEAP_RS07090,1,NC_013422.1,1524364,1525527,1163,+,efflux RND transporter periplasmic adaptor subunit,0.5662,17,1,2408,104,1,2408,101,nonessential
1415,HNEAP_RS07095,1,NC_013422.1,1525575,1528736,3161,+,multidrug efflux RND transporter permease subunit,0.5746,49,0.999828254,2407.586436,166,0.999943421,2407.863757,165,nonessential
1416,HNEAP_RS07100,1,NC_013422.1,1528808,1529176,368,+,hypothetical protein,0.5664,7,0.785281727,1890.958399,17,0.819274155,1972.812165,17,nonessential
1417,HNEAP_RS07105,1,NC_013422.1,1529177,1529797,620,-,DNA-3-methyladenine glycosylase I,0.5089,10,0.791807431,1906.672293,28,0.780063562,1878.393057,27,nonessential
1418,HNEAP_RS07110,1,NC_013422.1,1530755,1531375,620,+,hypothetical protein,0.6216,3,3.32E-10,7.99E-07,1,6.95E-10,1.67E-06,1,essential
1419,HNEAP_RS07115,1,NC_013422.1,1531368,1532384,1016,+,nucleotidyl transferase AbiEii/AbiGii toxin family protein,0.5831,16,0.999564717,2406.95184,62,0.999664658,2407.192496,61,nonessential
1420,HNEAP_RS07120,1,NC_013422.1,1532365,1533294,929,+,peptidase U49,0.5548,15,0.979565174,2358.792939,49,0.97343421,2344.029577,47,nonessential
1421,HNEAP_RS07125,1,NC_013422.1,1533322,1533759,437,-,hypothetical protein,0.6324,4,0.998440572,2404.244897,30,0.993320552,2391.915888,27,nonessential
1422,HNEAP_RS07130,1,NC_013422.1,1533756,1534802,1046,-,recombinase,0.6237,13,0.999987254,2407.969308,70,0.999849387,2407.637323,64,nonessential
1423,HNEAP_RS07135,1,NC_013422.1,1535393,1535587,194,-,hypothetical protein,0.5077,3,0.493577097,1188.533649,7,0.52797403,1271.361464,7,nonessential
1424,HNEAP_RS07140,1,NC_013422.1,1535887,1536321,434,-,group 1 truncated hemoglobin,0.5218,8,0.991011554,2386.355821,27,0.993892342,2393.292759,27,nonessential
1425,HNEAP_RS07145,1,NC_013422.1,1536351,1537253,902,-,DUF3034 domain-containing protein,0.5626,20,0.684802057,1649.003352,38,0.691826251,1665.917612,37,nonessential
1426,HNEAP_RS07150,1,NC_013422.1,1537515,1538450,935,-,response regulator receiver protein,0.563,13,0.997051612,2400.900282,54,0.99605016,2398.488785,52,nonessential
1427,HNEAP_RS07155,1,NC_013422.1,1538513,1539886,1373,-,histidine kinase,0.5502,24,0.994120435,2393.842009,73,0.99390815,2393.330825,71,nonessential
1428,HNEAP_RS07160,1,NC_013422.1,1540172,1542694,2522,-,DNA internalization-related competence protein ComEC/Rec2,0.5731,54,0.999968132,2407.923262,141,0.999982914,2407.958856,139,nonessential
1429,HNEAP_RS07165,1,NC_013422.1,1542752,1543555,803,-,chemotaxis protein CheR,0.5149,16,0.996160356,2398.754136,47,0.998703787,2404.87872,48,nonessential
1430,HNEAP_RS07170,1,NC_013422.1,1543558,1544499,941,-,chemotaxis protein CheV,0.5446,17,0.950897503,2289.761186,47,0.954988144,2299.61145,46,nonessential
1431,HNEAP_RS07175,1,NC_013422.1,1544893,1546104,1211,+,serine/threonine phosphatase,0.5355,24,0.999982468,2407.957784,78,0.999967126,2407.920839,75,nonessential
1432,HNEAP_RS07180,1,NC_013422.1,1546176,1546736,560,+,hypothetical protein,0.5526,11,0.999999863,2407.999669,49,0.999999992,2407.99998,51,nonessential
1433,HNEAP_RS07185,1,NC_013422.1,1546763,1547146,383,+,DUF1987 domain-containing protein,0.5052,11,0.547132154,1317.494226,15,0.594856764,1432.415087,15,nonessential
1434,HNEAP_RS07190,1,NC_013422.1,1547143,1547886,743,+,GGDEF domain-containing protein,0.5323,17,0.999999995,2407.999989,64,0.999999996,2407.999991,63,nonessential
1435,HNEAP_RS07195,1,NC_013422.1,1548233,1549225,992,+,phospholipase A(2),0.5086,27,0.389204375,937.2041342,37,0.530672264,1277.858812,38,nonessential
1436,HNEAP_RS07200,1,NC_013422.1,1549590,1551134,1544,+,RND transporter,0.5456,35,1,2408,130,1,2408,131,nonessential
1437,HNEAP_RS07205,1,NC_013422.1,1551131,1552273,1142,+,MexH family multidrug efflux RND transporter periplasmic adaptor subunit,0.5442,20,0.986583753,2375.693677,60,0.989107149,2381.770016,59,nonessential
1438,GFF1439,7,NC_013422.1,1552270,1555381,3111,+,multidrug efflux protein,0.5437,67,0.00018027,0.434089289,86,0.000595436,1.433810581,86,nonessential
1439,HNEAP_RS07215,1,NC_013422.1,1555719,1557104,1385,-,class II fumarate hydratase,0.5325,30,4.37E-25,1.05E-21,0,2.44E-24,5.88E-21,0,essential
1440,HNEAP_RS07220,1,NC_013422.1,1557127,1557894,767,-,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,0.5378,17,3.24E-14,7.79E-11,0,8.39E-14,2.02E-10,0,essential
1441,HNEAP_RS07225,1,NC_013422.1,1557891,1558331,440,-,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,0.4853,9,1.83E-08,4.40E-05,0,3.15E-08,7.59E-05,0,essential
1442,HNEAP_RS07230,1,NC_013422.1,1558349,1559416,1067,-,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,0.5599,19,1.71E-19,4.12E-16,0,6.44E-19,1.55E-15,0,essential
1443,HNEAP_RS07235,1,NC_013422.1,1559455,1559973,518,-,molecular chaperone Skp,0.501,13,7.75E-10,1.87E-06,0,1.48E-09,3.55E-06,0,essential
1444,HNEAP_RS07240,1,NC_013422.1,1560072,1562474,2402,-,outer membrane protein assembly factor BamA,0.506,71,5.67E-43,1.37E-39,0,1.12E-41,2.70E-38,0,essential
1445,HNEAP_RS07245,1,NC_013422.1,1562471,1562749,278,-,hypothetical protein,0.5448,6,0.223632216,538.5063767,8,0.254457284,612.7331404,8,nonessential
1446,HNEAP_RS07250,1,NC_013422.1,1562895,1564304,1409,-,RIP metalloprotease RseP,0.5582,23,0.998303816,2403.915589,78,0.99886431,2405.265258,77,nonessential
1447,HNEAP_RS07255,1,NC_013422.1,1564359,1565564,1205,-,1-deoxy-D-xylulose-5-phosphate reductoisomerase,0.5705,13,6.41E-22,1.54E-18,0,2.86E-21,6.89E-18,0,essential
1448,HNEAP_RS07260,1,NC_013422.1,1565583,1566437,854,-,phosphatidate cytidylyltransferase,0.5754,17,3.02E-09,7.27E-06,6,7.25E-09,1.75E-05,6,essential
1449,HNEAP_RS07265,1,NC_013422.1,1566434,1567201,767,-,di-trans poly-cis-decaprenylcistransferase,0.5508,18,1.73E-11,4.17E-08,2,2.66E-12,6.41E-09,1,essential
1450,HNEAP_RS07270,1,NC_013422.1,1567208,1567765,557,-,ribosome-recycling factor,0.4946,8,1.60E-10,3.85E-07,0,3.19E-10,7.68E-07,0,essential
1451,HNEAP_RS07275,1,NC_013422.1,1567762,1568502,740,-,UMP kinase,0.5358,14,9.66E-14,2.33E-10,0,2.42E-13,5.83E-10,0,essential
1452,HNEAP_RS07280,1,NC_013422.1,1568742,1569620,878,-,elongation factor Ts,0.5631,20,1.34E-09,3.23E-06,6,3.32E-09,8.00E-06,6,essential
1453,HNEAP_RS07285,1,NC_013422.1,1569743,1570477,734,-,30S ribosomal protein S2,0.5279,22,6.31E-10,1.52E-06,3,1.43E-09,3.45E-06,3,essential
1454,HNEAP_RS07290,1,NC_013422.1,1570794,1571594,800,-,segregation/condensation protein A,0.5805,10,0.997797113,2402.695448,48,0.998799502,2405.1092,48,nonessential
1455,HNEAP_RS07295,1,NC_013422.1,1571613,1572269,656,-,site-2 protease family protein,0.5677,11,0.977567753,2353.983148,36,0.990684642,2385.568619,37,nonessential
1456,HNEAP_RS07300,1,NC_013422.1,1572272,1572898,626,-,threonylcarbamoyl-AMP synthase,0.5407,16,0.999761071,2407.424658,43,0.999759823,2407.421655,42,nonessential
1457,HNEAP_RS07305,1,NC_013422.1,1573046,1573621,575,+,septation protein A,0.4896,18,7.71E-11,1.86E-07,0,1.57E-10,3.79E-07,0,essential
1458,HNEAP_RS07310,1,NC_013422.1,1573664,1573993,329,+,hypothetical protein,0.5364,9,0.566605262,1364.385472,13,0.610566817,1470.244895,13,nonessential
1459,HNEAP_RS07315,1,NC_013422.1,1573911,1575002,1091,+,hypothetical protein,0.5018,20,0.746988749,1798.748908,47,0.660572174,1590.657794,44,nonessential
1460,HNEAP_RS07320,1,NC_013422.1,1575176,1575778,602,+,hypothetical protein,0.5257,17,0.317393918,764.2845556,21,0.293216255,706.0647409,20,nonessential
1461,HNEAP_RS07325,1,NC_013422.1,1575868,1577085,1217,-,diguanylate phosphodiesterase,0.5066,30,3.07E-05,0.073933278,23,0.000142167,0.342338469,24,nonessential
1462,HNEAP_RS07330,1,NC_013422.1,1577267,1579363,2096,-,polyribonucleotide nucleotidyltransferase,0.5646,35,0.196055704,472.1021359,75,0.17687381,425.9121345,72,nonessential
1463,HNEAP_RS07335,1,NC_013422.1,1579649,1579918,269,-,30S ribosomal protein S15,0.5222,6,0.001368502,3.295353338,2,0.001803923,4.343847409,2,nonessential
1464,HNEAP_RS07340,1,NC_013422.1,1580030,1580986,956,-,tRNA pseudouridine(55) synthase TruB,0.5486,21,8.98E-05,0.216258151,17,3.09E-05,0.074393153,15,nonessential
1465,HNEAP_RS07345,1,NC_013422.1,1580983,1581402,419,-,30S ribosome-binding factor RbfA,0.531,9,0.054801449,131.9618883,10,0.037862517,91.17294034,9,nonessential
1466,HNEAP_RS07350,1,NC_013422.1,1581468,1584161,2693,-,translation initiation factor IF-2,0.5572,55,2.73E-44,6.56E-41,2,7.25E-43,1.75E-39,2,essential
1467,HNEAP_RS07355,1,NC_013422.1,1584295,1585770,1475,-,transcription termination/antitermination protein NusA,0.5596,18,8.66E-20,2.09E-16,5,1.29E-22,3.10E-19,2,essential
1468,HNEAP_RS07360,1,NC_013422.1,1585792,1586292,500,-,ribosome assembly cofactor RimP,0.5669,7,0.000232902,0.560829005,6,0.000362246,0.872288748,6,nonessential
1469,HNEAP_RS07365,1,NC_013422.1,1586512,1587018,506,-,hypothetical protein,0.497,14,0.979411267,2358.422332,29,0.985750213,2373.686512,29,nonessential
1470,HNEAP_RS07370,1,NC_013422.1,1587070,1588215,1145,-,molecular chaperone DnaJ,0.575,14,0.020847245,50.20016595,32,0.022338514,53.79114215,31,nonessential
1471,HNEAP_RS07375,1,NC_013422.1,1588336,1590240,1904,-,molecular chaperone DnaK,0.547,30,5.46E-28,1.31E-24,4,5.12E-27,1.23E-23,4,essential
1472,HNEAP_RS07380,1,NC_013422.1,1590372,1590944,572,-,nucleotide exchange factor GrpE,0.5201,8,2.17E-07,0.000522718,3,2.41E-06,0.005807068,4,essential
1473,HNEAP_RS07385,1,NC_013422.1,1591142,1592059,917,+,hypothetical protein,0.5763,13,7.30E-13,1.76E-09,3,2.08E-12,5.00E-09,3,essential
1474,HNEAP_RS07390,1,NC_013422.1,1592068,1593732,1664,+,DNA repair protein RecN,0.5892,24,0.716684082,1725.775269,70,0.718883013,1731.070295,68,nonessential
1475,HNEAP_RS07395,1,NC_013422.1,1593788,1594741,953,-,cytochrome c,0.5545,27,0.997215885,2401.29585,55,0.996315766,2399.128366,53,nonessential
1476,HNEAP_RS07400,1,NC_013422.1,1594738,1595418,680,-,cytochrome c,0.5932,15,0.999999928,2407.999828,57,0.999999939,2407.999854,56,nonessential
1477,HNEAP_RS07405,1,NC_013422.1,1595731,1598643,2912,-,peptidase M16,0.5633,56,5.49E-45,1.32E-41,4,1.56E-46,3.76E-43,2,essential
1478,HNEAP_RS07410,1,NC_013422.1,1598935,1599555,620,+,flavin reductase family protein,0.5137,13,0.999632501,2407.115061,42,0.9998041,2407.528272,42,nonessential
1479,HNEAP_RS07415,1,NC_013422.1,1599946,1601274,1328,+,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,0.5696,26,0.998192655,2403.647913,74,0.995845311,2397.995509,70,nonessential
1480,HNEAP_RS07420,5,NC_013422.1,1601354,1601444,90,+,tRNA-Ser,0.5934,4,0.999112457,2405.862797,10,0.999307713,2406.332974,10,nonessential
1481,HNEAP_RS07425,1,NC_013422.1,1601806,1602702,896,-,lipid A biosynthesis acyltransferase,0.524,25,0.999749776,2407.39746,57,0.999884078,2407.720861,57,nonessential
1482,HNEAP_RS07430,1,NC_013422.1,1602710,1604164,1454,-,cytochrome P450,0.532,39,0.245423284,590.9792689,52,0.323882942,779.9101235,52,nonessential
