,Locus Id,NCBI Accession number,NCBI gi number,First base pair in the CDS,Last base pair in the CDS,Gene length,Direction of CDS,Gene description,Fraction GC,Number of TA pairs,Uncorrected replicate 1 p value,Bonferroni corrected replicate 1 p value,Number of transposon insertions seen in replicate 1,Uncorrected replicate 2 p value,Bonferroni corrected replicate 2 p value,Number of transposon insertions seen in replicate 2,Is the gene essential?
1231,HNEAP_RS06465,WP_012824158.1,502586401.0,1394881,1395288,407.0,+,PilZ domain-containing protein,0.402,17,0.9979781193946909,2403.131311502416,28.0,0.9993664194857285,2406.474338121634,29.0,nonessential
1232,HNEAP_RS06470,WP_012824159.1,502586402.0,1395345,1396406,1061.0,+,diguanylate cyclase,0.5151,19,0.9987401606991116,2404.9663069634607,62.0,0.999630778487003,2407.1109145967034,63.0,nonessential
1233,HNEAP_RS06475,WP_012824160.1,502586403.0,1396563,1397117,554.0,+,PAS domain S-box protein,0.5153,15,0.7157120882326182,1723.4347084641447,24.0,0.5288582021134505,1273.4905506891887,21.0,nonessential
1234,HNEAP_RS06480,WP_012824161.1,502586405.0,1397635,1399407,1772.0,+,thiol reductant ABC exporter subunit CydD,0.5386,37,0.2419895858928355,582.7109228299479,64.0,0.2051886100603929,494.09417302542613,61.0,nonessential
1235,HNEAP_RS06485,WP_012824162.1,502586406.0,1399404,1401092,1688.0,+,thiol reductant ABC exporter subunit CydC,0.5465,32,0.9216567662472247,2219.349493123317,78.0,0.940329736542698,2264.314005594817,77.0,nonessential
1236,HNEAP_RS06490,WP_012824163.1,502586407.0,1401422,1402873,1451.0,+,cytochrome ubiquinol oxidase subunit I,0.5379,26,0.5035244053666794,1212.4867681229641,57.0,0.32950553744872985,793.4493341765415,52.0,nonessential
1237,HNEAP_RS06495,WP_012824164.1,502586408.0,1402895,1403941,1046.0,+,cytochrome d ubiquinol oxidase subunit II,0.5454,24,0.216121780890281,520.4212483837966,36.0,0.17779028929700857,428.11901662719663,34.0,nonessential
1238,HNEAP_RS06500,WP_012824166.1,502586410.0,1404450,1405211,761.0,+,DUF1461 domain-containing protein,0.5052,22,0.9986424791815119,2404.7310898690807,47.0,0.9992702937525196,2406.242867356067,47.0,nonessential
1239,HNEAP_RS06505,WP_012824167.1,502586411.0,1405305,1406948,1643.0,-,alpha-D-glucose phosphate-specific phosphoglucomutase,0.5426,34,0.8785748641994785,2115.608272992344,74.0,0.88090528116998,2121.2199170573117,72.0,nonessential
1240,HNEAP_RS06510,WP_012824168.1,502586412.0,1407248,1408462,1214.0,+,hypothetical protein,0.4642,32,0.7854740310090471,1891.4214666697856,53.0,0.8437102950640419,2031.654390514213,53.0,nonessential
1241,HNEAP_RS06515,WP_081441185.1,1174220004.0,1408547,1409131,584.0,-,lytic transglycosylase domain-containing protein,0.535,11,0.8218298814595726,1978.9663545546507,27.0,0.8590683629796858,2068.6366180550835,27.0,nonessential
1242,HNEAP_RS06520,WP_081441117.1,1174219936.0,1409286,1409723,437.0,+,DUF1249 domain-containing protein,0.4658,14,0.03886041036941367,93.57586816954812,10.0,0.05011209574902865,120.66992656366098,10.0,nonessential
1243,HNEAP_RS06525,WP_012824171.1,502586415.0,1409778,1410230,452.0,+,Rrf2 family transcriptional regulator,0.5166,11,0.9376334534278814,2257.8213558543384,24.0,0.9529246234357923,2294.642493233388,24.0,nonessential
1244,HNEAP_RS06540,WP_012824172.1,502586416.0,1410747,1411487,740.0,-,DUF429 domain-containing protein,0.5412,14,0.4461711651775254,1074.3801657474812,28.0,0.43649990363185354,1051.0917679455033,27.0,nonessential
1245,HNEAP_RS06545,WP_012824173.1,502586417.0,1411644,1412345,701.0,+,short-chain dehydrogenase,0.567,12,0.9937906161199561,2393.0478036168543,41.0,0.990129389784964,2384.231570602193,39.0,nonessential
1246,HNEAP_RS06550,WP_012824174.1,502586418.0,1412342,1412560,218.0,+,TIGR03643 family protein,0.5434,5,0.5004946107137381,1205.1910225986815,8.0,0.396095524677223,953.798023422753,7.0,nonessential
1247,HNEAP_RS06555,WP_012824175.1,502586419.0,1412557,1414080,1523.0,+,deoxyribodipyrimidine photo-lyase,0.5558,26,0.8544116599667672,2057.4232771999755,68.0,0.8209460690693124,1976.8381343189044,65.0,nonessential
1248,HNEAP_RS06560,WP_012824176.1,502586420.0,1414491,1416107,1616.0,+,MFS transporter,0.5591,32,0.9524852574773821,2293.584500005536,77.0,0.8837180965731326,2127.9931765481033,71.0,nonessential
1249,HNEAP_RS06565,WP_012824177.1,502586421.0,1416193,1417419,1226.0,-,hypothetical protein,0.5249,35,0.04694625882052055,113.0465912398135,37.0,0.025448481456906362,61.27994334823052,34.0,nonessential
1250,HNEAP_RS06570,WP_012824178.1,502586422.0,1417441,1420743,3302.0,-,IMP dehydrogenase,0.5601,61,0.015755139715773456,37.938376435582484,107.0,0.028582871092025872,68.8275535895983,106.0,nonessential
1251,HNEAP_RS06575,WP_012824179.1,502586423.0,1420740,1421543,803.0,-,peptidase,0.5025,17,0.6903303556969933,1662.3154965183599,34.0,0.7499303355002754,1805.8322478846633,34.0,nonessential
1252,HNEAP_RS06580,WP_041600389.1,753844772.0,1421572,1422567,995.0,-,alpha-E domain-containing protein,0.5181,32,0.9934008553349978,2392.1092596466747,55.0,0.9976764413109434,2402.4048706767517,56.0,nonessential
1253,HNEAP_RS06585,WP_041600829.1,753845212.0,1422579,1424012,1433.0,-,circularly permuted type 2 ATP-grasp protein,0.5223,42,0.9852089523229046,2372.3831571935543,73.0,0.9945295546057991,2394.827167490764,74.0,nonessential
1254,HNEAP_RS06590,WP_012824182.1,502586426.0,1424534,1425055,521.0,-,MerR family transcriptional regulator,0.5077,17,6.866063307758269e-10,1.6533480445081913e-06,0.0,1.3112417886641569e-09,3.1574702271032897e-06,0.0,essential
1255,HNEAP_RS06595,WP_012824183.1,502586427.0,1425033,1425335,302.0,-,integration host factor subunit alpha,0.5215,5,0.006848088519282127,16.490197154431364,4.0,0.008880344230399006,21.383868906800807,4.0,nonessential
1256,HNEAP_RS06600,WP_012824184.1,502586428.0,1425349,1427748,2399.0,-,phenylalanine--tRNA ligase subunit beta,0.5383,37,6.40685585388405e-43,1.5427708896152793e-39,0.0,1.260155591175333e-41,3.034454663550202e-38,0.0,essential
1257,HNEAP_RS06605,WP_041600830.1,753845213.0,1427790,1428812,1022.0,-,phenylalanine--tRNA ligase subunit alpha,0.5591,19,1.0596768940555314e-18,2.5517019608857197e-15,0.0,3.769965998327436e-18,9.078078123972465e-15,0.0,essential
1258,HNEAP_RS06610,WP_012824186.1,502586430.0,1429035,1429394,359.0,-,50S ribosomal protein L20,0.5194,13,6.094447056624419e-05,0.14675428512351602,2.0,1.1649754748075947e-05,0.02805260943336688,1.0,ambiguous
1259,HNEAP_RS06615,WP_012824187.1,502586431.0,1429408,1429602,194.0,-,50S ribosomal protein L35,0.5077,4,0.0003872119741975619,0.932406433867729,0.0,0.0004926889920920134,1.1863950929575682,0.0,ambiguous
1260,HNEAP_RS06620,WP_012824188.1,502586433.0,1429916,1430488,572.0,-,translation initiation factor IF-3,0.5166,11,2.1447050903073017e-09,5.164449857459983e-06,1.0,4.232711582260974e-09,1.0192369490084426e-05,1.0,essential
1261,HNEAP_RS06625,WP_012824189.1,502586434.0,1430827,1432740,1913.0,-,threonine--tRNA ligase,0.5423,39,1.810454555100782e-32,4.3595745686826833e-29,1.0,1.8873207038524191e-31,4.544668254876625e-28,1.0,essential
1262,HNEAP_RS06630,WP_012824190.1,502586435.0,1433091,1433813,722.0,+,DUF484 domain-containing protein,0.5145,17,0.9997494367202572,2407.396643622379,48.0,0.9999340810841206,2407.8412672505624,49.0,nonessential
1263,HNEAP_RS06635,WP_012824191.1,502586436.0,1433813,1434802,989.0,+,integrase family protein,0.5384,19,0.9941289440886438,2393.862497365454,55.0,0.995048847634817,2396.0776251046395,54.0,nonessential
1264,HNEAP_RS06640,WP_012824192.1,502586437.0,1434885,1435424,539.0,+,ATP-dependent protease subunit HslV,0.5704,8,0.8687395498431547,2091.9248360223164,26.0,0.8978335249943235,2161.9831281863308,26.0,nonessential
1265,HNEAP_RS06645,WP_012824193.1,502586438.0,1435421,1436761,1340.0,+,ATP-dependent protease ATPase subunit HslU,0.5623,20,0.8469926702689624,2039.5583500076614,60.0,0.7160471642019608,1724.2415713983216,55.0,nonessential
1266,HNEAP_RS06650,WP_012824194.1,502586439.0,1436777,1437199,422.0,+,DUF971 domain-containing protein,0.5579,8,0.9480446623449987,2282.8915469267567,23.0,0.9042097606483948,2177.3371036413346,21.0,nonessential
1267,HNEAP_RS06655,WP_012824195.1,502586440.0,1437225,1437968,743.0,+,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1 4-benzoquinol methylase UbiE,0.543,16,8.554518730201913e-14,2.0599281102326208e-10,0.0,2.1522614276891275e-13,5.182645517875419e-10,0.0,essential
1268,HNEAP_RS06660,WP_041600390.1,753844773.0,1438168,1439565,1397.0,+,lytic transglycosylase F,0.515,44,1.895692780636463e-13,4.564828215772603e-10,11.0,4.130790936599303e-15,9.946944575331121e-12,8.0,essential
1269,HNEAP_RS06665,WP_012824197.1,502586442.0,1439613,1440329,716.0,-,orotidine-5'-phosphate decarboxylase,0.583,9,7.810316908849544e-12,1.8807243116509702e-08,1.0,6.211651002460536e-13,1.4957655613924971e-09,0.0,essential
1270,HNEAP_RS06670,WP_012824198.1,502586443.0,1440339,1440644,305.0,-,integration host factor subunit beta,0.4837,10,4.32207867457261e-06,0.010407565448370846,0.0,6.312174255325463e-06,0.015199715606823715,0.0,essential
1271,HNEAP_RS06675,WP_012824199.1,502586444.0,1440826,1442508,1682.0,-,30S ribosomal protein S1,0.5282,25,8.05465075405271e-17,1.9395599015758926e-13,12.0,7.879100149430862e-17,1.8972873159829516e-13,11.0,essential
1272,HNEAP_RS06680,WP_012824200.1,502586445.0,1442623,1443282,659.0,-,(d)CMP kinase,0.5773,11,2.567902821241334e-12,6.183509993549132e-09,0.0,5.820722261760298e-12,1.4016299206318799e-08,0.0,essential
1273,HNEAP_RS06685,WP_012824201.1,502586446.0,1443279,1444649,1370.0,-,3-phosphoshikimate 1-carboxyvinyltransferase,0.5784,25,4.6255539730374063e-23,1.1138333967074073e-19,1.0,2.4572561176135255e-22,5.917072731213369e-19,1.0,essential
1274,HNEAP_RS06690,WP_012824202.1,502586447.0,1444675,1445553,878.0,-,prephenate dehydrogenase/arogenate dehydrogenase family protein,0.5791,15,3.322515476792615e-08,8.000617268116617e-05,8.0,7.731998884802541e-08,0.00018618653314604518,8.0,essential
1275,HNEAP_RS06695,WP_012824203.1,502586448.0,1445563,1446747,1184.0,-,histidinol-phosphate transaminase,0.5662,31,2.813960174514561e-09,6.7760161002310625e-06,13.0,9.080579851259025e-08,0.00021866036281831732,15.0,essential
1276,HNEAP_RS06700,WP_012824204.1,502586449.0,1446744,1447985,1241.0,-,chorismate mutase,0.5757,19,4.837106260214092e-16,1.1647751874595534e-12,5.0,1.6304023441800186e-14,3.926008844785485e-11,6.0,essential
1277,HNEAP_RS06705,WP_012824205.1,502586450.0,1447996,1449159,1163.0,-,3-phosphoglycerate dehydrogenase,0.5378,23,1.7220913436269196e-19,4.1467959554536226e-16,1.0,7.075388267357784e-19,1.7037534947797545e-15,1.0,essential
1278,HNEAP_RS06710,WP_012824206.1,502586451.0,1449219,1450310,1091.0,-,3-phosphoserine/phosphohydroxythreonine transaminase,0.5321,25,6.480505077911278e-20,1.5605056227610356e-16,0.0,2.5117966745443105e-19,6.048406392302699e-16,0.0,essential
1279,HNEAP_RS06715,WP_012824207.1,502586452.0,1450363,1452957,2594.0,-,DNA gyrase subunit A,0.5487,52,2.3823515002680463e-46,5.736702412645455e-43,0.0,5.969644049519665e-45,1.4374902871243354e-41,0.0,essential
1280,HNEAP_RS06720,WP_012824208.1,502586453.0,1453477,1454100,623.0,+,OmpA family protein,0.5192,14,0.006583565431156562,15.853225558225002,13.0,0.0003550689042406813,0.8550059214115605,9.0,nonessential
1281,HNEAP_RS06725,WP_012824210.1,502586455.0,1454459,1455259,800.0,+,mechanosensitive ion channel protein,0.5169,20,0.35044746955775513,843.8775066950743,29.0,0.41635083117150984,1002.5728014609957,29.0,nonessential
1282,HNEAP_RS06730,WP_081441118.1,1174219937.0,1455294,1456142,848.0,-,hypothetical protein,0.5383,15,0.03166220861691864,76.24259834954007,23.0,0.04586427979039982,110.44118573528277,23.0,nonessential
1283,HNEAP_RS06735,WP_012824212.1,502586457.0,1456133,1457455,1322.0,-,amino-acid N-acetyltransferase,0.5601,18,8.676049405390995e-21,2.0891926968181517e-17,2.0,4.2091613819849547e-20,1.0135660607819771e-16,2.0,essential
1284,HNEAP_RS06740,WP_012824213.1,502586458.0,1457540,1458478,938.0,-,ornithine carbamoyltransferase,0.5623,16,3.180947253341539e-17,7.659720986046426e-14,0.0,1.0195752583878705e-16,2.455137222197992e-13,0.0,essential
1285,HNEAP_RS06745,WP_081441119.1,1174219938.0,1458597,1459847,1250.0,-,aspartate aminotransferase family protein,0.5651,19,0.3325932482014244,800.8845416690299,46.0,0.25242687592923446,607.8439172375965,43.0,nonessential
1286,HNEAP_RS06750,WP_012824215.1,502586460.0,1460051,1460764,713.0,+,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,0.5238,14,2.8829185213045596e-13,6.942067799301379e-10,0.0,6.987998896336376e-13,1.6827101342377993e-09,0.0,essential
1287,HNEAP_RS06755,WP_012824216.1,502586461.0,1460754,1461455,701.0,+,phosphoglycolate phosphatase,0.5356,18,0.9763798432747809,2351.1226626056723,38.0,0.9644079249870084,2322.294283368716,36.0,nonessential
1288,HNEAP_RS06760,WP_012824217.1,502586462.0,1461476,1462054,578.0,+,hypothetical protein,0.5337,15,0.9980127333590808,2403.2146619286664,37.0,0.9988251915779721,2405.171061319757,37.0,nonessential
1289,HNEAP_RS06765,WP_012824218.1,502586463.0,1462085,1462267,182.0,-,hypothetical protein,0.4699,1,0.14821542579394564,356.9027453118211,4.0,0.07742325292829512,186.43519305133464,3.0,nonessential
1290,HNEAP_RS06770,WP_012824219.1,502586464.0,1462466,1462735,269.0,-,hypothetical protein,0.4963,6,0.9882192209966617,2379.6318841599614,18.0,0.9912517069380964,2386.934110306936,18.0,nonessential
1291,HNEAP_RS06775,WP_012824220.1,502586465.0,1462878,1464254,1376.0,-,dihydroorotase,0.5839,21,3.643354207906204e-23,8.773196932638139e-20,1.0,3.476444743905828e-24,8.371278943325235e-21,0.0,essential
1292,HNEAP_RS06780,WP_012824221.1,502586467.0,1464251,1465252,1001.0,-,aspartate carbamoyltransferase catalytic subunit,0.5629,17,1.0509433854408119e-16,2.5306716721414753e-13,1.0,9.92054065979893e-14,2.3888661908795823e-10,3.0,essential
1293,HNEAP_RS06785,WP_012824222.1,502586468.0,1465252,1465776,524.0,-,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase,0.5486,11,0.3127123231384532,753.0112741173954,18.0,0.4530553708585024,1090.9573330272738,19.0,nonessential
1294,HNEAP_RS06790,WP_012824223.1,502586469.0,1465779,1466276,497.0,-,Holliday junction resolvase RuvX,0.5522,7,1.6324588498332688e-05,0.039309609103985114,4.0,2.683407232351464e-05,0.06461644615502325,4.0,ambiguous
1295,HNEAP_RS06795,WP_012824224.1,502586470.0,1466294,1466944,650.0,-,YqgE/AlgH family protein,0.5407,12,0.8725215241639359,2101.031830186758,31.0,0.9531148034852024,2295.100446792367,33.0,nonessential
1296,HNEAP_RS06805,WP_012824226.1,502586472.0,1468270,1469511,1241.0,+,hypothetical protein,0.5588,23,0.9999995893909681,2407.999011253451,86.0,0.9999992200408198,2407.998121858294,83.0,nonessential
1297,HNEAP_RS06810,WP_012824227.1,502586473.0,1469513,1470373,860.0,+,iron ABC transporter ATP-binding protein,0.5412,15,0.6684696910629544,1609.6750160795941,36.0,0.7320343710012724,1762.7387653710641,36.0,nonessential
1298,HNEAP_RS06815,WP_012824228.1,502586474.0,1470373,1471377,1004.0,+,MCE family protein,0.5005,26,0.8898994950933963,2142.877984184898,47.0,0.8683539772256272,2090.99637715931,45.0,nonessential
1299,HNEAP_RS06820,WP_012824229.1,502586475.0,1471403,1472059,656.0,+,hypothetical protein,0.5266,11,0.9999999997887147,2407.999999491225,62.0,0.9999999998306361,2407.9999995921717,61.0,nonessential
1300,HNEAP_RS06825,WP_012824230.1,502586476.0,1472317,1473726,1409.0,+,RNA helicase,0.6035,19,0.9997960922368093,2407.508990106237,83.0,0.9996868766597732,2407.2459989967338,80.0,nonessential
1301,HNEAP_RS06830,WP_012824231.1,502586477.0,1473952,1476351,2399.0,-,phosphoenolpyruvate synthase,0.5654,45,0.9998467030157198,2407.6308608618533,131.0,0.9998063331913627,2407.5336503248013,127.0,nonessential
1302,HNEAP_RS06835,WP_012824232.1,502586478.0,1476675,1477490,815.0,+,septum site-determining protein MinD,0.5343,11,0.007088176009965143,17.068327831996065,19.0,0.0032796762739326817,7.897460467629897,17.0,nonessential
1303,HNEAP_RS06840,WP_012824233.1,502586479.0,1477493,1477759,266.0,+,cell division topological specificity factor MinE,0.5019,7,2.0971065216465772e-05,0.05049832504124958,0.0,2.9179250102531387e-05,0.07026363424689558,0.0,ambiguous
1304,HNEAP_RS06845,WP_012824234.1,502586480.0,1477905,1478453,548.0,+,hypothetical protein,0.5811,8,0.9256445814713616,2228.952152183039,28.0,0.7796564774527499,1877.4127977062217,24.0,nonessential
1305,HNEAP_RS06850,WP_012824235.1,502586481.0,1478456,1478929,473.0,+,hypothetical protein,0.5527,10,0.9848896154944417,2371.6141941106157,28.0,0.9536329511019701,2296.348146253544,25.0,nonessential
1306,HNEAP_RS06855,WP_012824236.1,502586482.0,1478933,1479355,422.0,+,RNA-binding S4 domain-containing protein,0.5508,9,0.9194491872306477,2214.0336428513997,22.0,0.9042097606483948,2177.3371036413346,21.0,nonessential
1307,HNEAP_RS06860,WP_012824237.1,502586483.0,1479517,1479996,479.0,+,type II 3-dehydroquinate dehydratase,0.5563,13,2.9420925173106622e-05,0.07084558781684075,4.0,4.73059308711422e-05,0.11391268153771042,4.0,nonessential
1308,HNEAP_RS06865,WP_012824238.1,502586484.0,1480040,1480492,452.0,+,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,0.5143,6,1.1227224657462942e-08,2.7035156975170765e-05,0.0,1.9680482138335263e-08,4.739060098911131e-05,0.0,essential
1309,HNEAP_RS06870,WP_012824239.1,502586485.0,1480519,1481862,1343.0,+,acetyl-CoA carboxylase biotin carboxylase subunit,0.5476,27,2.3958512270206384e-24,5.769209754665697e-21,0.0,1.2698105082336951e-23,3.057703703826738e-20,0.0,essential
1310,HNEAP_RS06875,WP_012824240.1,502586486.0,1481862,1482773,911.0,+,50S ribosomal protein L11 methyltransferase,0.5537,13,0.09333730768890226,224.75623691487664,28.0,0.16907807138044648,407.13999588411514,29.0,nonessential
1311,HNEAP_RS06880,WP_012824241.1,502586487.0,1482893,1483612,719.0,+,cupin,0.5306,16,0.08495940084395233,204.58223723223722,21.0,0.05054610134948302,121.71501204955511,19.0,nonessential
1312,HNEAP_RS06885,WP_012824242.1,502586488.0,1483635,1484243,608.0,+,nitroreductase family protein,0.5271,11,0.050089237015919344,120.61488273433378,16.0,0.023881708875682705,57.50715497264395,14.0,nonessential
1313,HNEAP_RS06890,WP_012824243.1,502586489.0,1484312,1485316,1004.0,+,NAD(P)-dependent alcohol dehydrogenase,0.5463,23,0.3003597623404358,723.2663077157695,36.0,0.3092836502960795,744.7550299129595,35.0,nonessential
1314,HNEAP_RS06895,WP_041600391.1,753844774.0,1485437,1485658,221.0,+,hypothetical protein,0.6126,4,0.6181617061061658,1488.5333883036474,9.0,0.6532901431762594,1573.1226647684327,9.0,nonessential
1315,HNEAP_RS06900,WP_012824245.1,502586491.0,1485655,1488513,2858.0,-,valine--tRNA ligase,0.5614,55,5.417539865207152e-51,1.3045435995418822e-47,0.0,1.8841685474921017e-49,4.537077862360981e-46,0.0,essential
1316,HNEAP_RS06905,WP_012824246.1,502586492.0,1488562,1489005,443.0,-,DNA polymerase III subunit chi,0.5473,7,0.5070427991923356,1220.9590604551443,17.0,0.6518160856431969,1569.5731342288182,18.0,nonessential
1317,HNEAP_RS06910,WP_012824247.1,502586493.0,1489139,1490101,962.0,+,lysylphosphatidylglycerol synthetase family protein,0.5618,31,7.623889899371793e-11,1.8358326877687276e-07,6.0,1.0055032144560542e-07,0.00024212517404101786,10.0,essential
1318,HNEAP_RS06915,WP_012824248.1,502586494.0,1490157,1490465,308.0,+,antibiotic biosynthesis monooxygenase,0.5307,8,0.9320751111867377,2244.436867737664,17.0,0.9459747888517186,2277.907291554938,17.0,nonessential
1319,HNEAP_RS06920,WP_012824249.1,502586495.0,1490562,1491014,452.0,-,50S ribosomal protein L9,0.5011,10,0.0009196137487704059,2.2144299070391376,6.0,0.00042098874819795147,1.0137409056606672,5.0,nonessential
1320,HNEAP_RS06925,WP_012824250.1,502586496.0,1491042,1491266,224.0,-,30S ribosomal protein S18,0.52,5,0.6021809886120847,1450.0518205779,9.0,0.13553486283271082,326.3679497011677,5.0,nonessential
1321,HNEAP_RS06930,WP_012824251.1,502586497.0,1491297,1491725,428.0,-,30S ribosomal protein S6,0.5524,6,2.967439288505232e-08,7.145593806720598e-05,0.0,5.048960556702721e-08,0.00012157897020540151,0.0,essential
