,locusId,old_locus_tag,gene,product,protein_id,giNum
1478,HNEAP_RS07625,['Hneap_1522'],,['stringent starvation protein A'],WP_012824387.1,502586637
1479,HNEAP_RS07630,['Hneap_1523'],,['ChbG/HpnK family deacetylase'],WP_049772502.1,908628469
1480,HNEAP_RS07635,['Hneap_1524'],,['glycosyltransferase family 39 protein'],WP_012824389.1,502586639
1481,HNEAP_RS07640,['Hneap_1525'],,['GtrA family protein'],WP_012824390.1,502586640
1482,HNEAP_RS07645,['Hneap_1526'],,['glycosyltransferase'],WP_012824391.1,502586641
1483,HNEAP_RS07650,['Hneap_1527'],,['cyclopropane-fatty-acyl-phospholipid synthase'],WP_012824392.1,502586642
1484,HNEAP_RS07655,['Hneap_1528'],,['RnfH family protein'],WP_012824393.1,502586643
1485,HNEAP_RS07660,['Hneap_1529'],,['ubiquinone-binding protein'],WP_041600401.1,753844784
1486,HNEAP_RS07665,['Hneap_1530'],,['SsrA-binding protein SmpB'],WP_012824395.1,502586645
1487,HNEAP_RS07670,,,['hypothetical protein'],WP_049772503.1,908628470
1488,HNEAP_RS12550,['Hneap_1532'],,['ArsR family transcriptional regulator'],WP_012824396.1,502586646
1489,HNEAP_RS07680,['Hneap_1533'],,['type I glyceraldehyde-3-phosphate dehydrogenase'],WP_012824397.1,502586647
1490,HNEAP_RS07685,['Hneap_1534'],,['MFS transporter'],WP_012824398.1,502586648
1491,HNEAP_RS07690,['Hneap_1535'],,['hypothetical protein'],WP_081441126.1,1174219945
1492,HNEAP_RS07695,['Hneap_1536'],,['DUF2492 domain-containing protein'],WP_041600402.1,753844785
1493,HNEAP_RS07700,['Hneap_1537'],,['ATP-dependent DNA helicase Rep'],WP_012824401.1,502586651
1494,HNEAP_RS07705,['Hneap_1538'],,['EamA/RhaT family transporter'],WP_012824402.1,502586652
1495,HNEAP_RS07710,['Hneap_1539'],,['phosphoribosylformylglycinamidine synthase'],WP_012824403.1,502586653
1496,HNEAP_RS07715,,,['flagella basal body P-ring formation protein FlgA'],WP_081441127.1,1174219946
1497,HNEAP_RS12270,['Hneap_1541'],,['flagellar biosynthesis anti-sigma factor FlgM'],WP_012824405.1,502586655
1498,HNEAP_RS07725,['Hneap_1542'],,['flagellar protein FlgN'],WP_012824406.1,502586656
1499,HNEAP_RS07730,['Hneap_1543'],,['16S rRNA (guanine(966)-N(2))-methyltransferase RsmD'],WP_081441189.1,1174220008
1500,HNEAP_RS07735,['Hneap_1544'],,['signal recognition particle-docking protein FtsY'],WP_012824408.1,502586658
1501,HNEAP_RS07740,['Hneap_1545'],,['cell division ATP-binding protein FtsE'],WP_012824409.1,502586659
1502,HNEAP_RS07745,['Hneap_1546'],,['ABC transporter permease'],WP_012824410.1,502586660
1503,HNEAP_RS07750,['Hneap_1547'],,['methyl-accepting chemotaxis protein'],WP_012824411.1,502586661
1504,HNEAP_RS07755,['Hneap_1548'],,['phytoene synthase'],WP_012824412.1,502586662
1505,HNEAP_RS07760,['Hneap_1549'],,['KR domain-containing protein'],WP_012824413.1,502586663
1506,HNEAP_RS07765,['Hneap_1550'],,['hypothetical protein'],WP_012824414.1,502586664
1507,HNEAP_RS07770,['Hneap_1551'],,['DUF853 domain-containing protein'],WP_012824415.1,502586665
1508,HNEAP_RS07775,['Hneap_1552'],,"['pyruvate dehydrogenase (acetyl-transferring), homodimeric type']",WP_012824416.1,502586667
1509,HNEAP_RS07780,['Hneap_1553'],,['dihydrolipoyllysine-residue acetyltransferase'],WP_012824417.1,502586668
1510,HNEAP_RS07785,['Hneap_1554'],,['dihydrolipoyl dehydrogenase'],WP_012824418.1,502586669
1511,HNEAP_RS07790,['Hneap_1555'],,['DUF4440 domain-containing protein'],WP_012824419.1,502586670
1512,HNEAP_RS07795,['Hneap_1556'],,['sulfite exporter TauE/SafE family protein'],WP_012824420.1,502586671
1513,HNEAP_RS07800,['Hneap_1557'],,['pantetheine-phosphate adenylyltransferase'],WP_012824421.1,502586672
1514,HNEAP_RS07805,['Hneap_1558'],,['ferredoxin'],WP_012824422.1,502586673
1515,HNEAP_RS07810,['Hneap_1559'],,['acyl carrier protein'],WP_012824423.1,502586674
1516,HNEAP_RS07815,['Hneap_1560'],,['serine--tRNA ligase'],WP_012824424.1,502586675
1517,HNEAP_RS07820,['Hneap_1561'],,['transcription elongation factor GreA'],WP_012824425.1,502586676
1518,HNEAP_RS07825,['Hneap_1562'],['carB'],['carbamoyl-phosphate synthase large subunit'],WP_012824426.1,502586677
1519,HNEAP_RS07830,['Hneap_1563'],,['carbamoyl-phosphate synthase small subunit'],WP_012824427.1,502586678
1520,HNEAP_RS07835,['Hneap_1564'],,['4-hydroxy-tetrahydrodipicolinate reductase'],WP_012824428.1,502586679
1521,HNEAP_RS07840,['Hneap_1565'],,['sulfurtransferase'],WP_012824429.1,502586680
1522,HNEAP_RS07845,['Hneap_1566'],,['oligoribonuclease'],WP_012824430.1,502586681
1523,HNEAP_RS07850,['Hneap_1567'],,['magnesium transporter'],WP_012824431.1,502586682
1524,HNEAP_RS07855,['Hneap_1568'],,['ribosome small subunit-dependent GTPase A'],WP_012824432.1,502586683
1525,HNEAP_RS07860,['Hneap_1569'],,['histidine triad nucleotide-binding protein'],WP_012824433.1,502586684
1526,HNEAP_RS07865,['Hneap_1570'],,['hypothetical protein'],WP_012824434.1,502586685
1527,HNEAP_RS07870,['Hneap_1571'],,['lytic transglycosylase'],WP_012824435.1,502586686
1528,HNEAP_RS07875,['Hneap_1572'],,['hydroxyacylglutathione hydrolase'],WP_012824436.1,502586687
1529,HNEAP_RS07880,['Hneap_1573'],,['hypothetical protein'],WP_012824437.1,502586688
1530,HNEAP_RS07885,['Hneap_1574'],,['ribosomal-protein-alanine N-acetyltransferase'],WP_012824438.1,502586689
1531,HNEAP_RS07890,['Hneap_1575'],,['hypothetical protein'],WP_012824439.1,502586690
1532,HNEAP_RS07895,['Hneap_1576'],,['2-isopropylmalate synthase'],WP_012824440.1,502586691
1533,HNEAP_RS12275,['Hneap_1577'],,['MerR family transcriptional regulator'],WP_081441128.1,1174219947
1534,HNEAP_RS07905,['Hneap_1578'],,['PAS domain-containing protein'],WP_012824442.1,502586693
1535,HNEAP_RS07910,['Hneap_1579'],,['type IV-A pilus assembly ATPase PilB'],WP_012824443.1,502586694
1536,HNEAP_RS07915,['Hneap_1580'],,['type II secretion system F family protein'],WP_012824444.1,502586695
1537,HNEAP_RS07920,['Hneap_1581'],,['prepilin peptidase'],WP_012824445.1,502586696
1538,HNEAP_RS07925,['Hneap_1582'],,['dephospho-CoA kinase'],WP_012824446.1,502586697
1539,HNEAP_RS07930,['Hneap_1583'],,['hypothetical protein'],WP_012824447.1,502586698
1540,HNEAP_RS07935,['Hneap_1584'],,['hypothetical protein'],WP_012824448.1,502586699
1541,HNEAP_RS07940,['Hneap_1585'],,['sigma-54-dependent Fis family transcriptional regulator'],WP_012824449.1,502586700
1542,HNEAP_RS07945,['Hneap_1586'],,['hybrid sensor histidine kinase/response regulator'],WP_012824450.1,502586701
1543,HNEAP_RS07950,['Hneap_1587'],,['response regulator'],WP_012824451.1,502586702
1544,HNEAP_RS07955,['Hneap_1588'],,['VWA domain-containing protein'],WP_012824452.1,502586703
1545,HNEAP_RS07960,['Hneap_1589'],,['hypothetical protein'],WP_012824453.1,502586704
1546,HNEAP_RS07965,['Hneap_1590'],['amiF'],['formamidase'],WP_012824454.1,502586705
1547,HNEAP_RS07970,['Hneap_1591'],,['allantoin permease'],WP_012824455.1,502586706
1548,HNEAP_RS07975,['Hneap_1592'],['amiE'],['acylamide amidohydrolase'],WP_012824456.1,502586707
1549,HNEAP_RS07980,['Hneap_1593'],,['urea ABC transporter ATP-binding subunit UrtE'],WP_012824457.1,502586708
1550,HNEAP_RS07985,['Hneap_1594'],,['urea ABC transporter ATP-binding protein UrtD'],WP_012824458.1,502586709
1551,HNEAP_RS07990,['Hneap_1595'],,['urea ABC transporter permease subunit UrtC'],WP_012824459.1,502586710
1552,HNEAP_RS07995,['Hneap_1596'],,['urea ABC transporter permease subunit UrtB'],WP_041600907.1,753845290
1553,HNEAP_RS08000,['Hneap_1597'],,['urea ABC transporter substrate-binding protein'],WP_041600908.1,753845291
1554,HNEAP_RS08005,['Hneap_1598'],,['acetamidase/formamidase family protein'],WP_012824462.1,502586713
1555,HNEAP_RS12555,['Hneap_1599'],,['zinc ribbon domain-containing protein'],WP_012824463.1,502586714
1556,HNEAP_RS08015,['Hneap_1600'],,['hypothetical protein'],WP_012824464.1,502586716
1557,HNEAP_RS08020,['Hneap_1602'],,['oxidoreductase'],WP_012824466.1,502586718
1558,HNEAP_RS08025,['Hneap_1603'],,['TetR family transcriptional regulator'],WP_012824467.1,502586719
1559,HNEAP_RS08030,['Hneap_1604'],,['SDR family NAD(P)-dependent oxidoreductase'],WP_012824468.1,502586720
1560,HNEAP_RS08035,['Hneap_1605'],,['TetR/AcrR family transcriptional regulator'],WP_012824469.1,502586721
1561,HNEAP_RS08040,['Hneap_1606'],,['DUF1348 domain-containing protein'],WP_012824470.1,502586722
1562,HNEAP_RS12560,,,['hypothetical protein'],,
1563,HNEAP_RS08050,['Hneap_1609'],,['lytic transglycosylase'],WP_012824471.1,502586723
1564,HNEAP_RS08055,['Hneap_1610'],,['TraB family protein'],WP_012824472.1,502586724
1565,HNEAP_RS08060,['Hneap_1612'],,['DNA topoisomerase III'],WP_012824474.1,502586726
1566,HNEAP_RS12285,['Hneap_1613'],,['conjugative transfer signal peptidase TraF'],WP_012824475.1,502586727
1567,HNEAP_RS08070,['Hneap_1614'],,['P-type conjugative transfer protein TrbL'],WP_012824476.1,502586728
1568,HNEAP_RS08075,['Hneap_1615'],,['hypothetical protein'],WP_012824477.1,502586729
1569,HNEAP_RS08080,,,['P-type conjugative transfer protein TrbJ'],WP_012824478.1,502586730
1570,HNEAP_RS08085,['Hneap_1617'],,['type IV transporter system CagE/TrbE/VirB'],WP_012824479.1,502586731
1571,HNEAP_RS08090,['Hneap_1618'],,['conjugal transfer protein TrbD'],WP_012824480.1,502586732
1572,HNEAP_RS08095,,,['conjugal transfer protein TrbC'],WP_012824481.1,502586733
1573,HNEAP_RS08100,['Hneap_1620'],,['N-acetyltransferase'],WP_012824482.1,502586734
1574,HNEAP_RS08105,['Hneap_1621'],,['DUF1778 domain-containing protein'],WP_012824483.1,502586735
1575,HNEAP_RS08110,['Hneap_1622'],,['P-type conjugative transfer ATPase TrbB'],WP_012824484.1,502586736
1576,HNEAP_RS08115,['Hneap_1623'],,['hypothetical protein'],WP_041600406.1,753844789
1577,HNEAP_RS08120,['Hneap_1625'],,['type II toxin-antitoxin system RelE/ParE family toxin'],WP_012824487.1,502586739
1578,HNEAP_RS08125,['Hneap_1626'],,['TraY domain-containing protein'],WP_012824488.1,502586740
1579,HNEAP_RS08130,['Hneap_1627'],,['helix-turn-helix domain-containing protein'],WP_081441129.1,1174219948
1580,HNEAP_RS08135,['Hneap_1628'],,['hypothetical protein'],WP_081441130.1,1174219949
1581,HNEAP_RS12290,['Hneap_1629'],,['hypothetical protein'],WP_012824491.1,502586744
1582,HNEAP_RS08145,['Hneap_1630'],,['hypothetical protein'],WP_012824492.1,502586745
1583,HNEAP_RS08150,['Hneap_1631'],,['DNA methyltransferase'],WP_012824493.1,502586746
1584,HNEAP_RS08155,['Hneap_1633'],,"['addiction module antidote protein, HigA family']",WP_012824494.1,502586747
1585,HNEAP_RS08160,,,['hypothetical protein'],,
1586,HNEAP_RS08165,['Hneap_1636'],,['hypothetical protein'],WP_041600407.1,753844790
1587,HNEAP_RS08170,['Hneap_1637'],,['hypothetical protein'],WP_012824497.1,502586750
1588,HNEAP_RS08175,['Hneap_1638'],,['RES domain-containing protein'],WP_012824498.1,502586751
1589,HNEAP_RS12295,['Hneap_1639'],,['DUF2384 domain-containing protein'],WP_012824499.1,502586752
1590,HNEAP_RS08185,,,['hypothetical protein'],WP_041600408.1,753844791
1591,HNEAP_RS08190,,,['hypothetical protein'],WP_041600409.1,753844792
1592,HNEAP_RS08195,['Hneap_1641'],,['hypothetical protein'],WP_012824501.1,502586754
1593,HNEAP_RS08200,['Hneap_1642'],,['hypothetical protein'],WP_012824502.1,502586755
1594,HNEAP_RS08205,['Hneap_1643'],,['DUF3363 domain-containing protein'],WP_012824503.1,502586756
1595,HNEAP_RS08210,['Hneap_1644'],,['hypothetical protein'],WP_012824504.1,502586757
1596,HNEAP_RS08215,['Hneap_1645'],,['hypothetical protein'],WP_012824505.1,502586758
1597,HNEAP_RS08220,['Hneap_1646'],,['hypothetical protein'],WP_012824506.1,502586759
1598,HNEAP_RS08225,['Hneap_1647'],,['hypothetical protein'],WP_012824507.1,502586760
1599,HNEAP_RS08230,['Hneap_1648'],,['DUF1738 domain-containing protein'],WP_012824508.1,502586761
1600,HNEAP_RS08235,,,['TRAG family protein'],WP_012824509.1,502586762
1601,HNEAP_RS08240,['Hneap_1650'],,['single-stranded DNA-binding protein'],WP_012824510.1,502586763
1602,HNEAP_RS12565,['Hneap_1651'],,['integrase'],,
1603,HNEAP_RS08245,['Hneap_1652'],,['cysteine hydrolase'],WP_012824512.1,502586765
1604,HNEAP_RS08250,['Hneap_1653'],,['dihydrofolate reductase'],WP_012824513.1,502586766
1605,HNEAP_RS08255,['Hneap_1654'],,['VOC family protein'],WP_041600487.1,753844870
1606,HNEAP_RS08260,['Hneap_1655'],,['DUF1330 domain-containing protein'],WP_012824514.1,502586767
1607,HNEAP_RS08265,['Hneap_1656'],,['hypothetical protein'],WP_012824515.1,502586768
1608,HNEAP_RS08270,['Hneap_1657'],,['hypothetical protein'],WP_012824516.1,502586769
1609,HNEAP_RS08275,['Hneap_1658'],,['ATPase'],WP_012824517.1,502586770
1610,HNEAP_RS12570,['Hneap_1659'],,['aldehyde-activating protein'],WP_012824518.1,502586771
1611,HNEAP_RS08280,['Hneap_1660'],,['hypothetical protein'],WP_012824519.1,502586772
1612,HNEAP_RS08285,['Hneap_1661'],,['hypothetical protein'],WP_012824520.1,502586773
1613,HNEAP_RS08290,['Hneap_1662'],,['transglutaminase family protein'],WP_012824521.1,502586774
1614,HNEAP_RS08295,['Hneap_1663'],,['N-acetyltransferase'],WP_012824522.1,502586775
1615,HNEAP_RS08300,['Hneap_1664'],,['hypothetical protein'],WP_012824523.1,502586776
1616,HNEAP_RS08305,['Hneap_1665'],,['hypothetical protein'],WP_081441131.1,1174219950
1617,HNEAP_RS08310,,,['P-type conjugative transfer protein TrbG'],WP_012824525.1,502586778
1618,HNEAP_RS12300,['Hneap_1667'],,['conjugation TrbI family protein'],WP_012824526.1,502586779
1619,HNEAP_RS08320,['Hneap_1668'],,['hypothetical protein'],WP_012824527.1,502586780
1620,HNEAP_RS12305,['Hneap_1669'],,['ParA family protein'],WP_012824528.1,502586781
1621,HNEAP_RS12310,['Hneap_1670'],,['ParB/RepB/Spo0J family partition protein'],WP_012824529.1,502586782
1622,HNEAP_RS08335,['Hneap_1672'],,['hypothetical protein'],WP_012824530.1,502586783
1623,HNEAP_RS08340,['Hneap_1673'],,['hypothetical protein'],WP_012824531.1,502586784
1624,HNEAP_RS08345,['Hneap_1674'],,['hypothetical protein'],WP_081441132.1,1174219951
1625,HNEAP_RS08350,['Hneap_1675'],,['low molecular weight phosphotyrosine protein phosphatase'],WP_012824533.1,502586786
1626,HNEAP_RS08355,['Hneap_1676'],,['amino acid permease'],WP_012824534.1,502586787
1627,HNEAP_RS08360,,,['exodeoxyribonuclease VII small subunit'],WP_012824535.1,502586788
1628,HNEAP_RS08365,['Hneap_1678'],,['polyprenyl synthetase family protein'],WP_081441133.1,1174219952
1629,HNEAP_RS08370,['Hneap_1679'],,['1-deoxy-D-xylulose-5-phosphate synthase'],WP_012824537.1,502586790
1630,HNEAP_RS08375,['Hneap_1680'],,['6-carboxytetrahydropterin synthase QueD'],WP_012824538.1,502586791
1631,HNEAP_RS08380,['Hneap_1681'],,['GTP cyclohydrolase I FolE2'],WP_012824539.1,502586792
1632,HNEAP_RS08385,['Hneap_1682'],,['PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase'],WP_012824540.1,502586793
1633,HNEAP_RS08390,['Hneap_1683'],,['TatD family deoxyribonuclease'],WP_049772509.1,908628476
1634,HNEAP_RS08395,['Hneap_1684'],,['chemotaxis protein MotA'],WP_012824542.1,502586795
1635,HNEAP_RS08400,,,['OmpA/MotB domain-containing protein'],WP_012824543.1,502586796
1636,HNEAP_RS08405,,,['HIT family protein'],WP_012824544.1,502586797
1637,HNEAP_RS08410,['Hneap_1687'],,['GGDEF domain-containing protein'],WP_012824545.1,502586798
1638,HNEAP_RS08415,['Hneap_1688'],,['DNA polymerase I'],WP_012824546.1,502586799
1639,HNEAP_RS08420,['Hneap_1689'],,['TIGR00730 family Rossman fold protein'],WP_012824547.1,502586800
1640,HNEAP_RS08425,['Hneap_1690'],,['homoserine kinase'],WP_012824548.1,502586801
1641,HNEAP_RS08430,['Hneap_1691'],,['tRNA dihydrouridine synthase DusB'],WP_012824549.1,502586803
1642,HNEAP_RS08435,['Hneap_1692'],,['hypothetical protein'],WP_012824550.1,502586804
1643,HNEAP_RS08440,['Hneap_1693'],,['hypothetical protein'],WP_081441134.1,1174219953
1644,HNEAP_RS08445,['Hneap_1694'],,['diguanylate cyclase'],WP_012824552.1,502586806
1645,HNEAP_RS08450,['Hneap_1695'],,['multifunctional CCA addition/repair protein'],WP_012824553.1,502586807
1646,HNEAP_RS08455,['Hneap_1696'],,['phosphoglycerate mutase'],WP_012824554.1,502586808
1647,HNEAP_RS08460,['Hneap_1697'],,"['signaling modulator of AmpD, AmpE']",WP_012824555.1,502586809
1648,HNEAP_RS08465,['Hneap_1698'],,"['1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD']",WP_012824556.1,502586810
1649,HNEAP_RS08470,['Hneap_1699'],,['TetR/AcrR family transcriptional regulator'],WP_012824557.1,502586811
1650,HNEAP_RS08475,,,['hypothetical protein'],WP_041600410.1,753844793
1651,HNEAP_RS08480,['Hneap_1701'],,['hypothetical protein'],WP_012824559.1,502586813
1652,HNEAP_RS08485,['Hneap_1702'],,['EamA/RhaT family transporter'],WP_012824560.1,502586814
1653,HNEAP_RS08490,['Hneap_1703'],,['4-carboxymuconolactone decarboxylase'],WP_012824561.1,502586815
1654,HNEAP_RS08495,['Hneap_1704'],,['CinA family protein'],WP_012824562.1,502586816
1655,HNEAP_RS08500,['Hneap_1705'],,['hypothetical protein'],WP_012824563.1,502586817
1656,HNEAP_RS08505,['Hneap_1706'],,['thiamine-binding protein'],WP_012824564.1,502586818
1657,HNEAP_RS08510,['Hneap_1707'],,['peptidase S8'],WP_012824565.1,502586819
1658,HNEAP_RS08515,['Hneap_1708'],,['hypothetical protein'],WP_041600411.1,753844794
1659,HNEAP_RS08520,['Hneap_1709'],,['DNA damage-inducible protein DinB'],WP_012824567.1,502586821
1660,HNEAP_RS12575,['Hneap_1710'],,['hypothetical protein'],,
1661,HNEAP_RS08530,,,['PLP-dependent aminotransferase family protein'],WP_081441135.1,1174219954
1662,HNEAP_RS12320,,,['hypothetical protein'],WP_049772513.1,908628480
1663,HNEAP_RS08535,['Hneap_1713'],['rumB'],['23S rRNA (uracil(747)-C(5))-methyltransferase RlmC'],WP_012824569.1,502586823
1664,HNEAP_RS08540,['Hneap_1714'],,['LysM peptidoglycan-binding domain-containing protein'],WP_012824570.1,502586824
1665,HNEAP_RS08545,['Hneap_1715'],,['aspartate-semialdehyde dehydrogenase'],WP_012824571.1,502586825
1666,HNEAP_RS08550,['Hneap_1716'],,['3-isopropylmalate dehydrogenase'],WP_012824572.1,502586826
1667,HNEAP_RS08555,['Hneap_1717'],,['permease'],WP_012824573.1,502586827
1668,HNEAP_RS08560,['Hneap_1718'],,['3-isopropylmalate dehydratase small subunit'],WP_012824574.1,502586828
1669,HNEAP_RS08565,['Hneap_1719'],,['3-isopropylmalate dehydratase large subunit'],WP_012824575.1,502586829
1670,HNEAP_RS08570,['Hneap_1720'],,['LysR family transcriptional regulator'],WP_081441136.1,1174219955
1671,HNEAP_RS08575,['Hneap_1721'],,['alkene reductase'],WP_012824577.1,502586831
1672,HNEAP_RS08580,['Hneap_1722'],,['DUF2288 domain-containing protein'],WP_081441190.1,1174220009
1673,HNEAP_RS08585,['Hneap_1723'],,['cupin domain-containing protein'],WP_012824579.1,502586833
1674,HNEAP_RS08590,['Hneap_1724'],,['hypothetical protein'],WP_012824580.1,502586834
1675,HNEAP_RS08595,['Hneap_1725'],,['3-deoxy-manno-octulosonate cytidylyltransferase'],WP_012824581.1,502586835
1676,HNEAP_RS08600,['Hneap_1726'],,['Trm112 family protein'],WP_012824582.1,502586836
1677,HNEAP_RS08605,['Hneap_1727'],,"[""tetraacyldisaccharide 4'-kinase""]",WP_012824583.1,502586837
1678,HNEAP_RS08610,['Hneap_1728'],,['lipid A export permease/ATP-binding protein MsbA'],WP_012824584.1,502586838
1679,HNEAP_RS08615,['Hneap_1730'],,['biopolymer transporter ExbD'],WP_012824586.1,502586840
1680,HNEAP_RS08620,['Hneap_1731'],,['MotA/TolQ/ExbB proton channel family protein'],WP_012824587.1,502586841
1681,HNEAP_RS08625,['Hneap_1732'],,['DUF4139 domain-containing protein'],WP_012824588.1,502586842
1682,HNEAP_RS08630,['Hneap_1733'],,['3-deoxy-7-phosphoheptulonate synthase'],WP_012824589.1,502586843
1683,HNEAP_RS08635,['Hneap_1734'],,['carbon-nitrogen hydrolase family protein'],WP_012824590.1,502586844
1684,HNEAP_RS08640,['Hneap_1735'],,['TIGR02099 family protein'],WP_012824591.1,502586845
1685,HNEAP_RS08645,['Hneap_1736'],,['Rne/Rng family ribonuclease'],WP_012824592.1,502586846
1686,HNEAP_RS08650,['Hneap_1737'],,['septum formation inhibitor Maf'],WP_012824593.1,502586847
1687,HNEAP_RS08655,['Hneap_1738'],,['23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH'],WP_012824594.1,502586848
1688,HNEAP_RS08660,,,['ribosome silencing factor'],WP_012824595.1,502586849
1689,HNEAP_RS08665,,,['nicotinate-nucleotide adenylyltransferase'],WP_012824596.1,502586850
1690,HNEAP_RS08670,['Hneap_1741'],,['glutamate-5-semialdehyde dehydrogenase'],WP_012824597.1,502586851
1691,HNEAP_RS08675,['Hneap_1742'],,['DNA polymerase III subunit delta'],WP_012824598.1,502586852
1692,HNEAP_RS08680,['Hneap_1743'],,['lipoprotein B'],WP_012824599.1,502586853
1693,HNEAP_RS08685,['Hneap_1744'],,['leucine--tRNA ligase'],WP_041600945.1,753845328
1694,HNEAP_RS08690,['Hneap_1746'],,['hypothetical protein'],WP_012824602.1,502586856
1695,HNEAP_RS08695,['Hneap_1748'],,['superoxide dismutase'],WP_012824604.1,502586858
1696,HNEAP_RS08700,['Hneap_1749'],,['peptidase'],WP_041600413.1,753844796
